sentence,label,source
saw movie thought stupid movie,0,2
even stupid thought idea volcano los angeles,0,2
honest unbelievable nonsense foolish,0,2
conclusion bother movie volcano los angeles nothing nonsense,0,2
story line awful,0,2
painful,0,2
accents absolutely abysmal,0,2
theres also enough hypocrisy film make vomit,0,2
dont waste time watching rubbish nonresearched film,0,2
believe pitch black done well,1,2
characters interesting want find longer movie goes think people surprised doesnt make,1,2
go watch,1,2
omit watching,0,2
funny,1,2
rating 3 10,0,2
characters interesting really care,1,2
instant classic great soundtrack catchy song ending credits,1,2
dont miss,1,2
masterful piece filmmaking many themes simmering occasionally boiling warts study poets bohemian selfindulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism selfsacrifice,1,2
mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention,1,2
exquisite visual composition moment inventive elegant use closeup camera angle lighting including pointillistic faux home movie footage wonder joy behold,1,2
continuously beautiful look bertolucci relationships convincing narrative engaging masters work,1,2
basic premise wasted since sidelined inexplicable focus documentary crew,0,2
regardless film fails levels,0,2
avoid costs,0,2
saw film christmas great film,1,2
thought errol flynn brilliant custer since become favourite actor,1,2
acting alongside olivia de havilland brilliant ending fantastic,1,2
always known errol flynn brilliant actor dads favourite actor grew watching films child,1,2
wasnt watched film realised great actually,1,2
ill give film 10 10,1,2
know jim oconnor energetic nobody could much george well dull,0,2
really didnt seem want hosting voiceovers monotonous didnt get involved guests,0,2
lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists,1,2
jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcocks black white lowbudget original,1,2
nevertheless yet another wonderful film great masters stable,1,2
say film excellently produced tops ratings typical sci fi film,1,2
excellently produced one scifis best producers scot vandiver,1,2
entertaining nonetheless,1,2
campy sort film thats joy watch,1,2
theres barely boring moment film plenty humorous parts,1,2
cast always entertaining usual,1,2
overall delight,1,2
movie mindbendingly awful couldnt even created,0,2
film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0,2
least said acting better,0,2
movie excellent job revealing complexity task incredible challenges facing south africa,1,2
believe every one see movie think people outside south africa understand past attempted truth reconciliation process,1,2
nothing short magnificent photographycinematography film,1,2
acting fantastic stories seamlessly woven together dogs splendid must rent view see,1,2
dont afraid subtitles worth little aversion therapy 1010,1,2
excellent performance,1,2
still good actors around,1,2
also great directing photography,1,2
true shakespear must shakespear fans,1,2
macbeth jason connery moved tears final monolog brief candle outhe gave sphere moral decay dark forces human face makes interesting,1,2
helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil,1,2
love death decay shakespears lyrics one,1,2
witty delightful adaptation dr seuss book brilliantly animated upas finest thoroughly deserving academy award,1,2
special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon,1,2
however paul schrader indeed made film mishima superb complex,1,2
also notable john baileys fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppolas dracula received well deserved oscar,1,2
even allowing poor production values time 1971 format kind miniseries baaaaaad,0,2
unless youre visually collect extant films austens work skip one,0,2
watch however small consolations actresses playing annes sisters wonderful job roles,1,2
good,0,2
speaking music unbearably predictably kitchy,0,2
film dropped ball,0,2
stunning movie,1,2
raw sublimely moving,1,2
felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyones terror white lie escalating monstrous consequences,1,2
main players mesmerising,1,2
tom wilkinson broke heart end everyone elses judging amount fumbling hankies hands going faces among males females alike,1,2
julian fellowes triumphed,1,2
hes national treasure,1,2
go see,1,2
excellent film,1,2
aerial scenes welldone,1,2
also right balance war love,1,2
film gives meaning phrase never history human conflict much owed many,1,2
kris kristoffersen good movie really makes difference,1,2
good film great director,1,2
definitely one better documentaries seen looking family relationships marriage,1,2
many continuity errors one user commented different cars garage joes glassesthe one got fact joes facial hair configuration seemed change scene scene,0,2
great movie,1,2
10 10 stars,1,2
cant see movie inspiration anyone come overcome fear rejection,0,2
bad actually worth seeing reason,0,2
punishment park brilliant piece cinema,1,2
shot southern california desert using patent faux documentary style watkins creates film like,1,2
one peter watkins accessible films,1,2
advise look,1,2
wont regret,1,2
highly recommended,1,2
well keep thinking bad,0,2
mediocre miserable hollow laughable predictable piece garbage,0,2
case bad laughable,0,2
bad performance plays angela bennett computer expert home time,0,2
film nothing pretext show ridiculous action scenes,0,2
awful,0,2
still bad actress repeating robotic face moves pictures,0,2
results well shame,0,2
delete film mind,0,2
one worst shows time,0,2
show would begin smart ass ed comments would totally wall uncalled,0,2
fat computer geek unbelievable bible thumper badass girl actors,0,2
never heard except cole totally unbelievable part,0,2
every time opened mouth expect hear see kids pulling plug mercy killing horrible show,0,2
stories unbelievable actors,0,2
lame would best way describe,0,2
stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility,1,2
success film depends casting sydney greenstreet alexander yardley character,1,2
attractive set used throughout film eyepleasing gem,1,2
im big fan rpg games movie disgrace selfrespecting rpger,0,2
lines cuts audio everything wrong,0,2
find better movies youtube,0,2
top line dont waste time money one bad comes,0,2
lassie movie put sleep forever,0,2
thats id describe painfully dreary timewaster film,0,2
mediocre every aspect becomes dull uninteresting mess one forgettable movies ive seen,0,2
isnt even achievement sobaditsgood sobaditsmemorable movie,0,2
empty hollow shell movie,0,2
seriously worth wasting kids time,0,2
avoid avoid avoid,0,2
drive barking mad,0,2
transfers good,1,2
nice relaxing late night viewing,1,2
movie full wonderful dancing hence title,1,2
great music terrific scenery,1,2
handles tough issues dignity grace course shocking spoiler,1,2
happy wonderful feel good ending,1,2
point journey journey touches every member family,1,2
one movies need see whenever comes tvnever mind fact already memorized,1,2
nothing new,0,2
done second movie,0,2
movie almost action scenes little comedy,0,2
plot holes pair fishnet stockings direction editing astonishingly ham fisted,0,2
earth irons film,0,2
saw film recommend,1,2
good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good,1,2
good film indeed great unconditional love,1,2
tom wilkinsons character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel characters anguish suffering,1,2
emily watsons character strong give quick glance understand everything,1,2
despite pans reviewers liked movie,1,2
fact liked better interview vampire liked lestat stuart townsend better cruises attempt,1,2
aailiyah pretty good akasha places compelling first entrance mini dance scene,1,2
im big fan series mostly due anne rices style sensitivities treatments,1,2
guess liked details dysfunctionhe believable,1,2
football scenes end perplexing,0,2
thought acting skilled,1,2
meredith better right,1,2
charming film wonderful sentiment heart,1,2
rare filmmaker takes time tell worthy moral tale care love doesnt fall trap overly syrupy indulgent,1,2
nine ten truly lovely film,1,2
early film future goremeister lucio fulci good addition giallo subgenre,1,2
one best italian thrillers early 70s,1,2
standout scene,1,2
scene strong unpleasant,0,2
technically film well made impressive camerawork solid acting effective music riz ortolani particularly good recurring unaccompanied female vocal sounds like coming distant hill,1,2
still wild stuff though highly recommended fans giallo cinema,1,2
movie interesting beginning end,1,2
liked way dustin hoffmans character ready everything stay son,1,2
movie also revealing,1,2
personally think shows people learn find compromise self without involving people issue,1,2
boring,0,2
tired clichs lazy writing come thick fast,0,2
ps scene movie cool central character finds room blown,1,2
fresh subtle rather sublime effect,1,2
italian reviewer called small great film thats right,1,2
actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star,1,2
learn lot real inside emotions people movie lot movie business,1,2
movie movie situations beginning game played acting coach fascinating,1,2
also music mark snow possibly best score ive ever heard,1,2
wont forget movie,1,2
film made,0,2
film ultracheap look,0,2
result film dont look right,0,2
none engaging exciting,0,2
plot nonsense doesnt interest slightest way uniqueness,0,2
foreigner worth one second time,0,2
saw child tv back 1973 stranger loved,1,2
duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronauts biggest fear crashed ussr,1,2
movie awesome,1,2
loved really scary,1,2
love scream movies horror movies one ranks way,1,2
want real scare rent one,1,2
1010,1,2
extraordinary film,1,2
courtroom drama compelling indictment american justice system frightening,1,2
film highlights fundamental flaws legal process discovering guilt innocence rather presents better court,1,2
film well paced understated one best courtroom documentaries ive seen,1,2
mostly routine factbased tv drama gets boost fine performance cole,1,2
predictable bad watch,1,2
clear range ability pull part,1,2
carries movie well,1,2
constantine gives everything right intensity seems good understanding underlying psychological motivations,1,2
wonderful inspiring watch hope gets released video dvd,1,2
piece trash ever released beyond acting story characters supposedly special effects etcits wrong,0,2
fact stinker smells like directtovideo release,0,2
avoid costs,0,2
star trek v final frontier worst series,0,2
acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain,0,2
attempts humor pitiful story awful dosent bear thinking basically involves vulcan stealing enterprise find god seriously didnt care film oh mention uhura belly dance distract male guards,0,2
place good film garbage,0,2
worst one series,0,2
editing editing film phenomenal opinion,1,2
song could explain emotions subjects better jay adams unfortunate life subject talk song old man neil young played evokes many emotions,1,2
cinematography film shot interesting way,1,2
course footage 70s grainy enhanced film,1,2
film offers many delights surprises,1,2
achille philippa beautifully sing duet giovanni perfectly describes situation movie appreciate subtle layers excellent film,1,2
story unfolds 18th century jutland use period music played period instruments one fine touch,1,2
share general loewenhielms exquisite joy partaking cailles en sarcophage even though watching movie wish small sample savor,1,2
understated film leaves lasting impression,1,2
warmth generates contrast austere backdrop,1,2
leave theater wanting go dance stars,1,2
acting youd expect cast top notch,1,2
characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines right amount deadpan tongue cheek make dialogue hilarious realistic,1,2
angus scrimm also turns good performance somewhat brief memorable role gently menacing violinplaying anatomist doctor quinn,1,2
conclusion loved,1,2
long time since entertained movie,1,2
struggle find anything bad say,1,2
mark words one cult films like evil dead 2 phantasm people still discovering falling love 20 30 40 years line,1,2
pretty surprising wonderful film made 1949 hollywood generally collective heads sand concerning black white issues time,1,2
film deserves strong kudos taking stand exceptional acting mostly lesserknown cast superintelligent script doesnt insult audience take easy way comes white racism,1,2
plus movies rather modest budget fast running time amazing job,1,2
juano hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man south,1,2
trumbull love lucy,1,2
see kids chanceit open amazing dialog far race relations come last 50 years,1,2
see films,1,2
year however reminded us huston still top game evinced faithful adaptation james joyces acclaimed novella dead,1,2
feelings thoughtsgabriels discomfort danceall intangibles leap life come within viewers grasp hustons portrayal,1,2
disappointed wondered could oscar shortlist,0,2
slow,0,2
lot holes plot theres nothing became emperor nothing spend 20 years childhood mature age,0,2
dont waste time,0,2
end days one worst bigbudget action movies ive ever seen,0,2
surely doesnt know make coherent action movie screenwriter air force one obliged write script big sum money,0,2
one worst films ever seen,0,2
im still trying get bad,0,2
movie possibly one creative works horror ever,1,2
everything could want suspense drama comedy confusing subplots native americans brain eating youre looking beall endall brainsucking movies look,1,2
great sound effects impressive special effects cant recommend movie enough 1 call nut think one best movies ever 1 great character actors telly savalas peter boyle 1 1 hour 54 minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking 0 lots holes script 0 like bad two hour tv movie 0 imagine every single one decisions made wrong 0 dialogue atrocious 0 acting beyond abysmal 0 everything stinks 0 trouble writing directing make impossible establish things make movie watchable like character story theme 0 worse theres incredibly weak subplot thrown follows little band latterday mansonites go reporter whos working story anniversary killings 0 dumb pointless complete waste time 0 short dont bother movie 0 wont spoil ending pretty amazing 1 best scene movie end wont spoil 1 ever indication writer directors ability meld two highly volatile temperaments seamless union creativity 1 result powerhouse achievement made timely perhaps cultures disturbing fascination celebrity distorted interpretations fame 1 film easily forgotten 1 kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor 1 scripting subtle comedy unmatched movie recent years 1 characters interesting even bit predictable 1 highly recommended ages although younger set probably appreciate subtle references certainly appreciate one galley scene particular 1 great movie 1 also story acting weak 0 around 4 pm bought around 8pm started watch around 815pm fast forwarded remaining film see anything left watchable human brain wasnt 0 either way sucks 0 script horrendously stupid 0 story starts fast absolutely suspense buildup slightest 0 everything captain howdy says either laughable plain stupid 0 hell kind crap 0 theres plot holes 0 could drive semi truck holes 0 linda cardellini thing good film 1 shes poised amazing 1 dee snider plain sucks 0 cant act one least scary villains ever seen cant write write damn movie sleep 0 bored throughout whole damn thing 0 acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks 0 film tries serious sophisticated thrillerhorror flick fails miserably 0 probably one least effective utterly unoriginal films ever seen entire life 0 piece cinematic garbage captured celluloid 0 avoid costs 0 rate film stinks funny fulci stayed giallo supernatural zombie movies 0 avoid film costs 0 dont know happened season five mess 0 consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict 0 movie really dislike 0 one boring horror movies 90s mainly starts slow centers boring atmosphere 0 puppets look really cheesy good way like puppet master 80s flicks 0 story lame interesting never really explains sinister origins puppets 0 arent death scenes like previous movies fx terrible 0 felt asleep first time watched recommend insomniacs 0 fact film wonderful heartwarming tale two people chasing dreams 1 best part nurse betty unpredictability,1,2
director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy never tell going happen next,1,2
otherwise dont even waste time,0,2
one fails create real suspense,0,2
killer dont expect anything original even remotely frightening,0,2
however pretty good acting least type film,1,2
im sorry really cant recommend anyone,0,2
one boringpointless movies ever seen,0,2
secondary plot line incomprehensible relation primary plot line mystifying,0,2
hated,0,2
one worst sandra bullock movie since speed 2 quite bad,0,2
dont understand garbage got shelves movie store even real movie,0,2
highly doubt anyone could ever like trash,0,2
moviemaking,0,2
acting like watching wooden puppets moving around reading book thats bad,0,2
warn youdo rent movie dumbest thing never seen,0,2
saw short film hbo day absolutely loved,1,2
didnt realize wonderful short really last two scenes,1,2
excellent short film,1,2
hopefully director james cox turn short feature length film cast win us whole new film,1,2
agree jessica movie pretty bad,0,2
characters onedimensional even good guys especially bad guys,0,2
story line totally predictable,0,2
much dialogue much music whole film shot elaborately aesthetically like sculpture,1,2
ive seen soap operas intelligent movie,0,2
bad characters bad story bad acting,0,2
really awful,0,2
easy watch,0,2
funny clever hip like prays previous film hype,1,2
long time didnt see charismatic actor screen,1,2
paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years,1,2
movie completely perfect titta di girolamo stay long time vision movie,1,2
rate movie 910,1,2
know emilio estevezs directorial debut pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye,1,2
interplay martin emilio contains wonderful chemistry saw wall street martin charlie,1,2
kathy bates wonderful characters subtle desperation escapism variation character play fields lord,1,2
readers already seen one miyazakis films still top form made another worthwhile experience,1,2
never condescends characters good genuine hearts believable problems,1,2
two main characters may two believable children ever saw put screen,1,2
easy love even easy identify,1,2
movie greatespecially enjoy visual arts,1,2
scenery two daughters paint photograph beautiful,1,2
story also funny poignant times,1,2
people like european films art movies like movie,1,2
truly art movieit actually lot art,1,2
go rent,1,2
however finally watching film realized closed mind brilliance depicts also found watching,1,2
one movie never ceases interest simply keeps alert try attempt decipher meanings,1,2
brilliance indeed,1,2
liked movies like matrix better yet sequels think youll appreciate thought provoking mindblowing experience film give,1,2
think film like dream,1,2
simply beautiful,1,2
rickman stowe play roles hilt tale childrens book writer maybe written subversive tract,1,2
gloriously fun fast paced fairly accurate portrayal night raver,1,2
presents idyllic yet serious portrayal ups downs characters lives,1,2
whatever avoid groove antithesis good human traffic,0,2
bad everyone else involved didnt share crowes level dedication quality wed far better film hands subpar mess,0,2
movie seemed little slow first,0,2
picked speed got right point,1,2
showed exactly government scientist argued humanity reasons gadget,1,2
enjoyed,1,2
recommended friends,1,2
particularly pleased acting ability dwight schultz,1,2
actors truly understand become particular character delivering convincing sincere performance,1,2
onscreen chemistry critical entire film genuine,1,2
films dialogue natural real life,1,2
writer gorman bechard undoubtedly homework references industry characterage appropriate,1,2
incredible soundtrack truly captures essence film,1,2
track commands sentiment actually contributing scenes characters,1,2
definitely worth seeing sort thought provoking film forces question threshold loneliness,1,2
hayao miyazakis latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood,1,2
time seems film animation dominated disneypixars cgi masterpieces refreshing comforting know miyazaki still relying traditional handdrawn animation tell charming enchanting stories,1,2
enough said remarkable animation film,1,2
art style appearance crayonpencil drawings wonderfully colorful fanciful,1,2
act film glad youre gonna drift away earth far possible,0,2
one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere,0,2
havent choked vomit end cheap drama worthless dialogue youve must bored death waste time,0,2
still makes super ending depicts great sea vessel taken mighty frost,1,2
consider excellent story solid acting look film added bonuses,1,2
instead got bore fest whiny spoiled brat babysitting,0,2
watched two sundays ago march 20th 2005 began really enjoy time taped entire thing,1,2
well acted done tv movie,1,2
judith light one favorite actresses think superb job film,1,2
keep watching,1,2
sad movie good,1,2
seen movie definitely recommend,1,2
lovely usual cutie,1,2
still quite interesting entertaining follow,1,2
recommend confidence,1,2
movie wellbalanced comedy drama thoroughly enjoyed,1,2
riot see hugo weaving play sexobsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander,1,2
anyway plot flowed smoothly malebonding scenes hoot,1,2
opening sequence gem classic cat n mouse games follow delight watch,1,2
fans genre heaven,1,2
lange become great actress,1,2
looked like wonderful story,1,2
never walked movie faster,0,2
got bored watching jessice lange take clothes,0,2
unfortunately virtue films production work lost regrettable script,0,2
word embarrassing,0,2
exceptionally bad,0,2
insult ones intelligence huge waste money,0,2
wow loved place,1,3
crust good,0,3
tasty texture nasty,0,3
stopped late may bank holiday rick steve recommendation loved,1,3
selection menu great prices,1,3
getting angry want damn pho,0,3
honeslty didnt taste fresh,0,3
potatoes like rubber could tell made ahead time kept warmer,0,3
fries great,1,3
great touch,1,3
service prompt,1,3
would go back,0,3
cashier care ever say still ended wayyy overpriced,0,3
tried cape cod ravoli chickenwith cranberrymmmm,1,3
disgusted pretty sure human hair,0,3
shocked signs indicate cash,0,3
highly recommended,1,3
waitress little slow service,0,3
place worth time let alone vegas,0,3
like,0,3
burrittos blah,0,3
food amazing,1,3
service also cute,1,3
could care less interior beautiful,1,3
performed,1,3
thats rightthe red velvet cakeohhh stuff good,1,3
never brought salad asked,0,3
hole wall great mexican street tacos friendly staff,1,3
took hour get food 4 tables restaurant food luke warm sever running around like totally overwhelmed,0,3
worst salmon sashimi,0,3
also combos like burger fries beer 23 decent deal,1,3
like final blow,0,3
found place accident could happier,1,3
seems like good quick place grab bite familiar pub food favor look elsewhere,0,3
overall like place lot,1,3
redeeming quality restaurant inexpensive,1,3
ample portions good prices,1,3
poor service waiter made feel like stupid every time came table,0,3
first visit hiro delight,1,3
service sucks,0,3
shrimp tender moist,1,3
deal good enough would drag establishment,0,3
hard judge whether sides good grossed melted styrofoam didnt want eat fear getting sick,0,3
positive note server attentive provided great service,1,3
frozen pucks disgust worst people behind register,0,3
thing like prime rib dessert section,1,3
bad food damn generic,0,3
burger good beef cooked right,1,3
want sandwich go firehouse,1,3
side greek salad greek dressing tasty pita hummus refreshing,1,3
ordered duck rare pink tender inside nice char outside,1,3
came running us realized husband left sunglasses table,1,3
chow mein good,1,3
horrible attitudes towards customers talk one customers dont enjoy food,0,3
portion huge,1,3
loved itfriendly servers great food wonderful imaginative menu,1,3
heart attack grill downtown vegas absolutely flatlined excuse restaurant,0,3
much seafood like 5 strings pasta bottom,0,3
salad right amount sauce power scallop perfectly cooked,1,3
ripped banana ripped petrified tasteless,0,3
least think refill water struggle wave 10 minutes,0,3
place receives stars appetizers,1,3
cocktails handmade delicious,1,3
wed definitely go back,1,3
glad found place,1,3
great food service huge portions give military discount,1,3
always great time dos gringos,1,3
updatewent back second time still amazing,1,3
got food apparently never heard salt batter fish chewy,0,3
great way finish great,1,3
deal included 5 tastings 2 drinks jeff went beyond expected,1,3
really really good rice time,1,3
service meh,0,3
took 30 min get milkshake nothing chocolate milk,0,3
guess known place would suck inside excalibur didnt use common sense,0,3
scallop dish quite appalling value well,0,3
2 times bad customer service,0,3
sweet potato fries good seasoned well,1,3
today second time ive lunch buffet pretty good,1,3
much good food vegas feel cheated wasting eating opportunity going rice company,0,3
coming like experiencing underwhelming relationship parties cant wait person ask break,0,3
walked place smelled like old grease trap 2 others eating,0,3
turkey roast beef bland,0,3
place,1,3
pan cakes everyone raving taste like sugary disaster tailored palate six year old,0,3
love pho spring rolls oh yummy try,1,3
poor batter meat ratio made chicken tenders unsatisfying,0,3
say food amazing,1,3
omelets die,1,3
everything fresh delicious,1,3
summary largely disappointing dining experience,0,3
like really sexy party mouth youre outrageously flirting hottest person party,1,3
never hard rock casino never ever step forward,0,3
best breakfast buffet,1,3
say bye bye tip lady,0,3
well never go,0,3
back,1,3
food arrived quickly,1,3
good,0,3
side cafe serves really good food,1,3
server fantastic found wife loves roasted garlic bone marrow added extra meal another marrow go,1,3
good thing waiter helpful kept bloddy marys coming,1,3
best buffet town price cannot beat,1,3
loved mussels cooked wine reduction duck tender potato dishes delicious,1,3
one better buffets,1,3
went tigerlilly fantastic afternoon,1,3
food delicious bartender attentive personable got great deal,1,3
ambience wonderful music playing,1,3
go back next trip,1,3
sooooo good,1,3
real sushi lovers lets honest yama good,0,3
least 40min passed us ordering food arriving wasnt busy,0,3
really fantastic thai restaurant definitely worth visit,1,3
nice spicy tender,1,3
good prices,1,3
check,1,3
pretty gross,0,3
ive better atmosphere,0,3
kind hard mess steak,0,3
although much liked look sound place actual experience bit disappointing,0,3
dont know place managed served blandest food ever eaten preparing indian cuisine,0,3
worst service boot least worries,0,3
service fine waitress friendly,1,3
guys steaks steak loving son steak best worst places said best steak hes ever eaten,1,3
thought youd venture away get good sushi place really hit spot night,1,3
host staff lack better word bitches,0,3
bland liking place number reasons dont want waste time bad reviewing ill leave,0,3
phenomenal food service ambiance,1,3
wouldnt return,0,3
definitely worth venturing strip pork belly return next time im vegas,1,3
place way overpriced mediocre food,0,3
penne vodka excellent,1,3
good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burgers,1,3
management rude,0,3
delicious nyc bagels good selections cream cheese real lox capers even,1,3
great subway fact good come every subway meet expectations,1,3
seriously solid breakfast,1,3
one best bars food vegas,1,3
extremely rude really many restaurants would love dine weekend vegas,0,3
drink never empty made really great menu suggestions,1,3
dont,0,3
waiter wasnt helpful friendly rarely checked us,0,3
husband ate lunch disappointed food service,0,3
red curry much bamboo shoots wasnt tasty,0,3
nice blanket moz top feel like done cover subpar food,1,3
bathrooms clean place well decorated,1,3
menu always changing food quality going service extremely slow,0,3
service little slow considering served 3 people servers food coming slow pace,0,3
give 2 thumbs,0,3
watched waiter pay lot attention tables ignore us,0,3
fianc came middle day greeted seated right away,1,3
great restaurant mandalay bay,1,3
waited forty five minutes vain,0,3
crostini came salad stale,0,3
highlights great quality nigiri,1,3
staff friendly joint always clean,1,3
different cut piece day still wonderful tender well well flavored,1,3
ordered voodoo pasta first time id really excellent pasta since going gluten free several years ago,1,3
place good,1,3
unfortunately must hit bakery leftover day everything ordered stale,0,3
came back today since relocated still impressed,0,3
seated immediately,1,3
menu diverse reasonably priced,1,3
avoid cost,0,3
restaurant always full never wait,1,3
delicious,1,3
place handsdown one best places eat phoenix metro area,1,3
dont go looking good food,0,3
ive never treated bad,0,3
bacon hella salty,1,3
also ordered spinach avocado salad ingredients sad dressing literally zero taste,0,3
really vegas fine dining used right menus handed ladies prices listed,1,3
waitresses friendly,1,3
lordy khao soi dish missed curry lovers,1,3
everything menu terrific also thrilled made amazing accommodations vegetarian daughter,1,3
perhaps caught night judging reviews im inspired go back,0,3
service leaves lot desired,0,3
atmosphere modern hip maintaining touch coziness,1,3
weekly haunt definitely place come back every,1,3
literally sat 20 minutes one asking take order,0,3
burger absolutely flavor meat totally bland burger overcooked charcoal flavor,0,3
also decided send back waitress looked like verge heart attack,0,3
dressed treated rudely,0,3
probably dirt,0,3
love place hits spot want something healthy lacking quantity flavor,1,3
ordered lemon raspberry ice cocktail also incredible,1,3
food sucked expected sucked could imagined,0,3
interesting decor,1,3
really like crepe station,1,3
also served hot bread butter home made potato chips bacon bits topvery original good,1,3
watch preparing delicious food,1,3
egg rolls fantastic,1,3
order arrived one gyros missing,0,3
salad wings ice cream dessert left feeling quite satisfied,1,3
im really sure joeys voted best hot dog valley readers phoenix magazine,0,3
best place go tasty bowl pho,1,3
live music fridays totally blows,0,3
ive never insulted felt disrespected,0,3
friendly staff,1,3
worth drive,1,3
heard good things place exceeding every hope could dreamed,1,3
food great serivce,1,3
warm beer didnt help,0,3
great brunch spot,1,3
service friendly inviting,1,3
good lunch spot,1,3
ive lived since 1979 first last time ive stepped foot place,0,3
worst experience ever,0,3
must night place,0,3
sides delish mixed mushrooms yukon gold puree white corn beateous,1,3
bug never showed would given 4 sure side wall bug climbing kitchen,0,3
10 minutes waiting salad realized wasnt coming time soon,0,3
friend loved salmon tartar,1,3
wont go back,0,3
extremely tasty,1,3
waitress good though,1,3
soggy good,0,3
jamaican mojitos delicious,1,3
small worth price,0,3
food rich order accordingly,1,3
shower area outside rinse take full shower unless dont mind nude everyone see,0,3
service bit lacking,0,3
lobster bisque bussell sprouts risotto filet needed salt pepperand course none tables,0,3
hopefully bodes going business someone cook come,0,3
either cold enough flavor bad,0,3
loved bacon wrapped dates,1,3
unbelievable bargain,1,3
folks otto always make us feel welcome special,1,3
mains also uninspired,0,3
place first pho amazing,1,3
wonderful experience made place muststop whenever town,1,3
food isnt bad enough enjoy dealing worlds worstannoying drunk people,0,3
fun chef,1,3
ordered double cheeseburger got single patty falling apart picture uploaded yeah still sucks,0,3
great place couple drinks watch sporting events walls covered tvs,1,3
possible give zero stars theyd,0,3
descriptions said yum yum sauce another said eel sauce yet another said spicy mayowell none rolls sauces,0,3
id say would hardest decision honestly ms dishes taste supposed taste amazing,1,3
rolled eyes may stayed sure go back try,0,3
everyone attentive providing excellent customer service,1,3
horrible dont waste time money,0,3
dish quite flavourful,1,3
time side restaurant almost empty excuse,0,3
wasnt busy either also building freezing cold,0,3
like reviewer said couldnt pay eat place,0,3
drinks took close 30 minutes come one point,0,3
seriously flavorful delights folks,1,3
much better ayce sushi place went vegas,1,3
lighting dark enough set mood,1,3
based subpar service received effort show gratitude business wont going back,0,3
owners really great people,1,3
nothing privileged workingeating,0,3
greek dressing creamy flavorful,1,3
overall dont think would take parents place made similar complaints silently felt,0,3
pizza good peanut sauce tasty,1,3
7 table service pretty fast,1,3
fantastic service,1,3
well wouldve given godfathers zero stars possible,0,3
know make,1,3
tough short flavor,0,3
hope place sticks around,1,3
bars vegas ever recall charged tap water,0,3
restaurant atmosphere exquisite,1,3
good service clean inexpensive boot,1,3
seafood fresh generous portion,1,3
plus 8 bucks,1,3
service par either,0,3
thus far visited twice food absolutely delicious time,1,3
good year ago,1,3
self proclaimed coffee cafe wildly disappointed,0,3
veggitarian platter world,1,3
cant go wrong food,1,3
cant beat,1,3
stopped place madison ironman friendly kind staff,1,3
chefs friendly good job,1,3
ive better dedicated boba tea spots even jenni pho,0,3
liked patio service outstanding,1,3
goat taco didnt skimp meat wow flavor,1,3
think,0,3
mac salad pretty bland getting,0,3
went bachi burger friends recommendation disappointed,1,3
service stinks,0,3
waited waited,0,3
place quality sushi quality restaurant,0,3
would definitely recommend wings well pizza,1,3
great pizza salads,1,3
things went wrong burned saganaki,0,3
waited hour breakfast could done 100 times better home,0,3
place amazing,1,3
hate disagree fellow yelpers husband disappointed place,0,3
waited 2 hours never got either pizzas many around us came later,0,3
dont know slow,0,3
staff great food delish incredible beer selection,1,3
live neighborhood disappointed wont back convenient location,0,3
didnt know pulled pork could soooo delicious,1,3
get incredibly fresh fish prepared care,1,3
go gave 1 star rating please know third time eating bachi burger writing review,0,3
love fact everything menu worth,1,3
never dining place,0,3
food excellent service good,1,3
good beer drink selection good food selection,1,3
please stay away shrimp stir fried noodles,0,3
potato chip order sad could probably count many chips box probably around 12,0,3
